date,year,international,total_pass,xx
2019-12-28,2019,International inbound,32341,2021-12-28
2019-12-29,2019,International inbound,34860,2021-12-29
2019-12-08,2019,International outbound,32028,2021-12-08
2019-12-15,2019,International outbound,34488,2021-12-15
2019-12-22,2019,International outbound,37929,2021-12-22
2019-12-07,2019,International inbound,30294,2021-12-07
2019-12-14,2019,International inbound,33311,2021-12-14
2019-12-21,2019,International inbound,34121,2021-12-21
2019-12-04,2019,International outbound,27437,2021-12-04
2019-12-05,2019,International outbound,27800,2021-12-05
2019-12-06,2019,International outbound,29280,2021-12-06
2019-12-07,2019,International outbound,33068,2021-12-07
2019-12-09,2019,International outbound,31409,2021-12-09
2019-12-10,2019,International outbound,30401,2021-12-10
2019-12-11,2019,International outbound,29277,2021-12-11
2019-12-12,2019,International outbound,30696,2021-12-12
2019-12-13,2019,International outbound,33321,2021-12-13
2019-12-14,2019,International outbound,36781,2021-12-14
2019-12-16,2019,International outbound,36120,2021-12-16
2019-12-17,2019,International outbound,33732,2021-12-17
2019-12-18,2019,International outbound,32585,2021-12-18
2019-12-19,2019,International outbound,34952,2021-12-19
2019-12-20,2019,International outbound,35745,2021-12-20
2019-12-23,2019,International outbound,36640,2021-12-23
2019-12-24,2019,International outbound,32954,2021-12-24
2019-12-25,2019,International outbound,31780,2021-12-25
2019-12-26,2019,International outbound,34329,2021-12-26
2019-12-27,2019,International outbound,37095,2021-12-27
2019-12-30,2019,International outbound,36243,2021-12-30
2019-12-31,2019,International outbound,32010,2021-12-31
2019-12-22,2019,International inbound,36389,2021-12-22
2019-12-13,2019,International inbound,31419,2021-12-13
2019-12-15,2019,International inbound,34794,2021-12-15
2019-12-16,2019,International inbound,32842,2021-12-16
2019-12-17,2019,International inbound,30899,2021-12-17
2019-12-18,2019,International inbound,29437,2021-12-18
2019-12-19,2019,International inbound,32459,2021-12-19
2019-12-20,2019,International inbound,34209,2021-12-20
2019-12-23,2019,International inbound,33115,2021-12-23
2019-12-24,2019,International inbound,29897,2021-12-24
2019-12-26,2019,International inbound,32376,2021-12-26
2019-12-27,2019,International inbound,33696,2021-12-27
2019-12-30,2019,International inbound,30779,2021-12-30
2019-12-31,2019,International inbound,27935,2021-12-31
2019-12-03,2019,International inbound,27678,2021-12-03
2019-12-04,2019,International inbound,26192,2021-12-04
2019-12-05,2019,International inbound,26316,2021-12-05
2019-12-06,2019,International inbound,28397,2021-12-06
2019-12-08,2019,International inbound,33763,2021-12-08
2019-12-09,2019,International inbound,30702,2021-12-09
2019-12-10,2019,International inbound,28597,2021-12-10
2019-12-11,2019,International inbound,27541,2021-12-11
2019-12-12,2019,International inbound,30844,2021-12-12
2019-12-25,2019,International inbound,27115,2021-12-25
2020-01-01,2020,International outbound,28884,2021-01-01
2020-01-01,2020,International inbound,28603,2021-01-01
2020-02-01,2020,International inbound,37952,2021-02-01
2020-01-03,2020,National,307099,2021-01-03
2020-01-04,2020,International inbound,37724,2021-01-04
2020-01-04,2020,National,274902,2021-01-04
2020-01-04,2020,International outbound,40882,2021-01-04
2020-01-02,2020,International inbound,33562,2021-01-02
2020-01-02,2020,National,303285,2021-01-02
2020-01-03,2020,International outbound,36759,2021-01-03
2020-01-03,2020,International inbound,37608,2021-01-03
2020-02-01,2020,National,254035,2021-02-01
2020-01-18,2020,International inbound,36641,2021-01-18
2020-01-18,2020,National,270012,2021-01-18
2020-01-24,2020,National,313047,2021-01-24
2020-01-19,2020,International inbound,37608,2021-01-19
2020-01-06,2020,International outbound,40133,2021-01-06
2020-01-09,2020,International outbound,34811,2021-01-09
2020-01-10,2020,International outbound,36880,2021-01-10
2020-01-11,2020,International outbound,39857,2021-01-11
2020-01-10,2020,International inbound,35762,2021-01-10
2020-01-09,2020,International inbound,34737,2021-01-09
2020-01-11,2020,International inbound,35697,2021-01-11
2020-01-12,2020,International inbound,37059,2021-01-12
2020-01-13,2020,International outbound,36773,2021-01-13
2020-01-12,2020,International outbound,38526,2021-01-12
2020-01-11,2020,National,267702,2021-01-11
2020-01-02,2020,International outbound,33938,2021-01-02
2020-01-05,2020,International inbound,39696,2021-01-05
2020-01-05,2020,National,291335,2021-01-05
2020-01-05,2020,International outbound,39210,2021-01-05
2020-01-09,2020,National,312636,2021-01-09
2020-01-06,2020,International inbound,36426,2021-01-06
2020-01-06,2020,National,328290,2021-01-06
2020-01-08,2020,International inbound,32887,2021-01-08
2020-01-08,2020,National,308875,2021-01-08
2020-01-08,2020,International outbound,35134,2021-01-08
2020-01-07,2020,International inbound,35190,2021-01-07
2020-01-07,2020,National,314228,2021-01-07
2020-01-07,2020,International outbound,36324,2021-01-07
2020-01-10,2020,National,313760,2021-01-10
2020-01-12,2020,National,279480,2021-01-12
2020-01-13,2020,International inbound,35314,2021-01-13
2020-01-13,2020,National,314939,2021-01-13
2020-01-14,2020,International inbound,35235,2021-01-14
2020-01-14,2020,National,315235,2021-01-14
2020-01-14,2020,International outbound,34666,2021-01-14
2020-01-15,2020,International inbound,32461,2021-01-15
2020-01-15,2020,National,313536,2021-01-15
2020-01-16,2020,International inbound,34329,2021-01-16
2020-01-16,2020,National,311938,2021-01-16
2020-01-16,2020,International outbound,33194,2021-01-16
2020-01-17,2020,International inbound,35405,2021-01-17
2020-01-17,2020,National,322603,2021-01-17
2020-01-19,2020,National,280739,2021-01-19
2020-01-15,2020,International outbound,34787,2021-01-15
2020-01-18,2020,International outbound,38964,2021-01-18
2020-01-17,2020,International outbound,35461,2021-01-17
2020-01-20,2020,International inbound,35698,2021-01-20
2020-01-19,2020,International outbound,35886,2021-01-19
2020-01-20,2020,International outbound,36431,2021-01-20
2020-01-21,2020,International outbound,32395,2021-01-21
2020-01-21,2020,International inbound,33431,2021-01-21
2020-01-22,2020,International outbound,32734,2021-01-22
2020-01-23,2020,International inbound,32570,2021-01-23
2020-01-23,2020,International outbound,31460,2021-01-23
2020-01-22,2020,International inbound,30477,2021-01-22
2020-01-24,2020,International outbound,33963,2021-01-24
2020-01-24,2020,International inbound,35217,2021-01-24
2020-01-25,2020,International outbound,35950,2021-01-25
2020-01-26,2020,International outbound,33862,2021-01-26
2020-01-25,2020,International inbound,36415,2021-01-25
2020-01-26,2020,International inbound,36919,2021-01-26
2020-01-27,2020,International outbound,31919,2021-01-27
2020-01-27,2020,International inbound,34011,2021-01-27
2020-01-28,2020,International outbound,30291,2021-01-28
2020-01-28,2020,International inbound,34241,2021-01-28
2020-01-29,2020,International outbound,28971,2021-01-29
2020-01-30,2020,International inbound,34164,2021-01-30
2020-01-30,2020,International outbound,29475,2021-01-30
2020-01-29,2020,International inbound,32406,2021-01-29
2020-01-31,2020,International outbound,31964,2021-01-31
2020-01-31,2020,International inbound,36676,2021-01-31
2020-02-01,2020,International outbound,35056,2021-02-01
2020-02-02,2020,International outbound,34716,2021-02-02
2020-01-20,2020,National,319930,2021-01-20
2020-01-21,2020,National,313523,2021-01-21
2020-01-22,2020,National,303294,2021-01-22
2020-01-23,2020,National,310261,2021-01-23
2020-01-25,2020,National,261575,2021-01-25
2020-01-26,2020,National,278212,2021-01-26
2020-01-27,2020,National,313395,2021-01-27
2020-01-28,2020,National,299088,2021-01-28
2020-01-29,2020,National,294690,2021-01-29
2020-01-30,2020,National,303256,2021-01-30
2020-01-31,2020,National,316618,2021-01-31
2020-02-14,2020,International outbound,33676,2021-02-14
2020-02-14,2020,National,301882,2021-02-14
2020-02-02,2020,National,275982,2021-02-02
2020-02-09,2020,International inbound,35969,2021-02-09
2020-02-08,2020,National,239446,2021-02-08
2020-02-05,2020,National,276010,2021-02-05
2020-02-05,2020,International inbound,30815,2021-02-05
2020-02-08,2020,International outbound,33548,2021-02-08
2020-02-12,2020,International outbound,30701,2021-02-12
2020-02-03,2020,International outbound,31819,2021-02-03
2020-02-06,2020,National,289548,2021-02-06
2020-02-08,2020,International inbound,32987,2021-02-08
2020-02-06,2020,International inbound,31492,2021-02-06
2020-02-03,2020,National,300818,2021-02-03
2020-02-27,2020,National,262635,2021-02-27
2020-02-11,2020,National,283482,2021-02-11
2020-02-24,2020,International inbound,24700,2021-02-24
2020-02-10,2020,National,274082,2021-02-10
2020-02-10,2020,International inbound,31844,2021-02-10
2020-02-12,2020,International inbound,28852,2021-02-12
2020-02-13,2020,International outbound,30109,2021-02-13
2020-02-13,2020,National,286530,2021-02-13
2020-02-13,2020,International inbound,28737,2021-02-13
2020-02-21,2020,International inbound,31744,2021-02-21
2020-02-18,2020,International outbound,31829,2021-02-18
2020-02-19,2020,International outbound,33774,2021-02-19
2020-02-19,2020,National,283951,2021-02-19
2020-02-26,2020,International outbound,30018,2021-02-26
2020-02-23,2020,International outbound,37229,2021-02-23
2020-02-23,2020,National,171862,2021-02-23
2020-02-24,2020,National,170533,2021-02-24
2020-02-26,2020,International inbound,32198,2021-02-26
2020-02-27,2020,International outbound,27268,2021-02-27
2020-02-27,2020,International inbound,31839,2021-02-27
2020-02-28,2020,International outbound,30124,2021-02-28
2020-02-28,2020,International inbound,33017,2021-02-28
2020-03-01,2020,International outbound,32908,2021-03-01
2020-03-01,2020,National,244729,2021-03-01
2020-02-02,2020,International inbound,38111,2021-02-02
2020-02-07,2020,International outbound,30291,2021-02-07
2020-02-07,2020,National,307374,2021-02-07
2020-02-09,2020,National,267709,2021-02-09
2020-02-10,2020,International outbound,28793,2021-02-10
2020-02-17,2020,National,287549,2021-02-17
2020-02-16,2020,National,259159,2021-02-16
2020-02-16,2020,International inbound,34937,2021-02-16
2020-02-17,2020,International outbound,34252,2021-02-17
2020-02-28,2020,National,239639,2021-02-28
2020-03-01,2020,International inbound,37760,2021-03-01
2020-02-20,2020,International inbound,29388,2021-02-20
2020-02-03,2020,International inbound,34470,2021-02-03
2020-02-04,2020,International inbound,32220,2021-02-04
2020-02-04,2020,International outbound,27808,2021-02-04
2020-02-05,2020,International outbound,27992,2021-02-05
2020-02-06,2020,International outbound,27388,2021-02-06
2020-02-07,2020,International inbound,34226,2021-02-07
2020-02-09,2020,International outbound,33182,2021-02-09
2020-02-11,2020,International inbound,28785,2021-02-11
2020-02-11,2020,International outbound,27870,2021-02-11
2020-02-14,2020,International inbound,31921,2021-02-14
2020-02-15,2020,International inbound,33746,2021-02-15
2020-02-15,2020,International outbound,36777,2021-02-15
2020-02-16,2020,International outbound,35856,2021-02-16
2020-02-17,2020,International inbound,29971,2021-02-17
2020-02-18,2020,International inbound,27139,2021-02-18
2020-02-21,2020,International outbound,39909,2021-02-21
2020-02-22,2020,International inbound,29466,2021-02-22
2020-02-22,2020,International outbound,42234,2021-02-22
2020-02-23,2020,International inbound,25454,2021-02-23
2020-02-24,2020,International outbound,34068,2021-02-24
2020-02-20,2020,National,287824,2021-02-20
2020-02-21,2020,National,311921,2021-02-21
2020-02-20,2020,International outbound,36078,2021-02-20
2020-02-19,2020,International inbound,27954,2021-02-19
2020-02-25,2020,National,212521,2021-02-25
2020-02-25,2020,International inbound,28092,2021-02-25
2020-02-29,2020,National,210657,
2020-02-29,2020,International outbound,33826,
2020-02-29,2020,International inbound,34805,
2020-02-25,2020,International outbound,29902,2021-02-25
2020-02-04,2020,National,287660,2021-02-04
2020-02-12,2020,National,282770,2021-02-12
2020-02-15,2020,National,233258,2021-02-15
2020-02-18,2020,National,272305,2021-02-18
2020-02-22,2020,National,258767,2021-02-22
2020-02-26,2020,National,285143,2021-02-26
2020-03-02,2020,International inbound,33673,2021-03-02
2020-03-02,2020,National,263934,2021-03-02
2020-03-02,2020,International outbound,31015,2021-03-02
2020-04-05,2020,International inbound,2022,2021-04-05
2020-03-09,2020,International outbound,27255,2021-03-09
2020-03-08,2020,International inbound,29810,2021-03-08
2020-03-15,2020,International outbound,22755,2021-03-15
2020-03-09,2020,International inbound,26237,2021-03-09
2020-03-13,2020,International outbound,24007,2021-03-13
2020-03-14,2020,International inbound,25863,2021-03-14
2020-03-03,2020,International inbound,29827,2021-03-03
2020-03-08,2020,International outbound,28657,2021-03-08
2020-03-03,2020,International outbound,28253,2021-03-03
2020-03-04,2020,International inbound,27068,2021-03-04
2020-03-04,2020,International outbound,26320,2021-03-04
2020-03-05,2020,International inbound,27902,2021-03-05
2020-03-05,2020,International outbound,26738,2021-03-05
2020-03-06,2020,International inbound,28053,2021-03-06
2020-03-06,2020,International outbound,27782,2021-03-06
2020-03-07,2020,International inbound,28565,2021-03-07
2020-03-07,2020,International outbound,29178,2021-03-07
2020-03-12,2020,International outbound,23996,2021-03-12
2020-03-12,2020,International inbound,22244,2021-03-12
2020-03-16,2020,International inbound,25822,2021-03-16
2020-03-16,2020,International outbound,21559,2021-03-16
2020-03-15,2020,International inbound,27723,2021-03-15
2020-03-14,2020,International outbound,23788,2021-03-14
2020-03-17,2020,International inbound,23147,2021-03-17
2020-03-17,2020,International outbound,20808,2021-03-17
2020-03-13,2020,International inbound,23850,2021-03-13
2020-03-18,2020,International outbound,18133,2021-03-18
2020-03-10,2020,International inbound,23056,2021-03-10
2020-03-05,2020,National,266167,2021-03-05
2020-03-16,2020,National,216611,2021-03-16
2020-03-06,2020,National,280600,2021-03-06
2020-03-08,2020,National,246353,2021-03-08
2020-03-09,2020,National,277481,2021-03-09
2020-03-12,2020,National,276896,2021-03-12
2020-03-13,2020,National,274033,2021-03-13
2020-03-15,2020,National,220840,2021-03-15
2020-03-19,2020,National,135213,2021-03-19
2020-03-19,2020,International inbound,17311,2021-03-19
2020-03-20,2020,International outbound,17558,2021-03-20
2020-03-20,2020,National,124326,2021-03-20
2020-03-22,2020,National,78101,2021-03-22
2020-03-22,2020,International inbound,11306,2021-03-22
2020-03-23,2020,International outbound,7813,2021-03-23
2020-03-24,2020,International outbound,7394,2021-03-24
2020-03-23,2020,National,63403,2021-03-23
2020-03-24,2020,National,40055,2021-03-24
2020-03-11,2020,International outbound,24391,2021-03-11
2020-03-11,2020,International inbound,21290,2021-03-11
2020-03-18,2020,International inbound,19260,2021-03-18
2020-03-19,2020,International outbound,17559,2021-03-19
2020-03-20,2020,International inbound,15179,2021-03-20
2020-03-21,2020,International outbound,15471,2021-03-21
2020-03-21,2020,International inbound,12953,2021-03-21
2020-03-22,2020,International outbound,13152,2021-03-22
2020-03-23,2020,International inbound,7386,2021-03-23
2020-03-25,2020,International inbound,3239,2021-03-25
2020-03-24,2020,International inbound,5134,2021-03-24
2020-03-26,2020,International outbound,4063,2021-03-26
2020-03-25,2020,International outbound,4354,2021-03-25
2020-03-26,2020,International inbound,3133,2021-03-26
2020-03-27,2020,International inbound,3203,2021-03-27
2020-03-27,2020,International outbound,4029,2021-03-27
2020-03-28,2020,International inbound,3135,2021-03-28
2020-03-29,2020,International outbound,2887,2021-03-29
2020-03-28,2020,International outbound,2970,2021-03-28
2020-03-10,2020,International outbound,25641,2021-03-10
2020-03-03,2020,National,256666,2021-03-03
2020-03-04,2020,National,252418,2021-03-04
2020-03-07,2020,National,224499,2021-03-07
2020-03-10,2020,National,260685,2021-03-10
2020-03-11,2020,National,261215,2021-03-11
2020-03-14,2020,National,208925,2021-03-14
2020-03-17,2020,National,180341,2021-03-17
2020-03-18,2020,National,146286,2021-03-18
2020-03-21,2020,National,110750,2021-03-21
2020-03-25,2020,National,30259,2021-03-25
2020-03-30,2020,International inbound,2450,2021-03-30
2020-03-30,2020,International outbound,1744,2021-03-30
2020-03-31,2020,International inbound,1844,2021-03-31
2020-03-29,2020,International inbound,1823,2021-03-29
2020-03-31,2020,International outbound,1449,2021-03-31
2020-04-01,2020,International outbound,1414,2021-04-01
2020-03-26,2020,National,28830,2021-03-26
2020-03-27,2020,National,26219,2021-03-27
2020-03-28,2020,National,13472,2021-03-28
2020-03-29,2020,National,15265,2021-03-29
2020-03-30,2020,National,19781,2021-03-30
2020-03-31,2020,National,18116,2021-03-31
2020-04-01,2020,National,16565,2021-04-01
2020-04-01,2020,International inbound,1929,2021-04-01
2020-04-18,2020,International outbound,362,2021-04-18
2020-04-13,2020,International inbound,188,2021-04-13
2020-04-19,2020,National,10973,2021-04-19
2020-04-19,2020,International outbound,388,2021-04-19
2020-04-26,2020,National,11002,2021-04-26
2020-04-18,2020,National,9393,2021-04-18
2020-04-27,2020,International outbound,251,2021-04-27
2020-04-30,2020,National,15825,2021-04-30
2020-04-12,2020,International outbound,612,2021-04-12
2020-04-04,2020,National,8769,2021-04-04
2020-04-11,2020,International outbound,494,2021-04-11
2020-04-18,2020,International inbound,1297,2021-04-18
2020-04-25,2020,National,8052,2021-04-25
2020-04-25,2020,International inbound,925,2021-04-25
2020-04-26,2020,International outbound,468,2021-04-26
2020-04-15,2020,International inbound,769,2021-04-15
2020-04-20,2020,International outbound,457,2021-04-20
2020-04-21,2020,International inbound,654,2021-04-21
2020-04-22,2020,International inbound,349,2021-04-22
2020-04-22,2020,National,15971,2021-04-22
2020-04-22,2020,International outbound,220,2021-04-22
2020-04-23,2020,International outbound,234,2021-04-23
2020-04-27,2020,International inbound,438,2021-04-27
2020-04-29,2020,International outbound,266,2021-04-29
2020-04-28,2020,National,13836,2021-04-28
2020-04-28,2020,International inbound,183,2021-04-28
2020-04-29,2020,International inbound,755,2021-04-29
2020-04-29,2020,National,14864,2021-04-29
2020-04-02,2020,International inbound,1727,2021-04-02
2020-04-02,2020,National,14674,2021-04-02
2020-04-02,2020,International outbound,725,2021-04-02
2020-04-03,2020,International outbound,880,2021-04-03
2020-04-03,2020,International inbound,863,2021-04-03
2020-04-04,2020,International outbound,637,2021-04-04
2020-04-04,2020,International inbound,680,2021-04-04
2020-04-05,2020,International outbound,612,2021-04-05
2020-04-03,2020,National,16315,2021-04-03
2020-04-05,2020,National,12072,2021-04-05
2020-04-06,2020,International outbound,382,2021-04-06
2020-04-06,2020,International inbound,930,2021-04-06
2020-04-07,2020,International outbound,674,2021-04-07
2020-04-07,2020,International inbound,456,2021-04-07
2020-04-08,2020,International outbound,656,2021-04-08
2020-04-08,2020,International inbound,697,2021-04-08
2020-04-08,2020,National,13491,2021-04-08
2020-04-09,2020,International outbound,374,2021-04-09
2020-04-09,2020,International inbound,1210,2021-04-09
2020-04-09,2020,National,16310,2021-04-09
2020-04-10,2020,International inbound,527,2021-04-10
2020-04-11,2020,International inbound,506,2021-04-11
2020-04-12,2020,International inbound,775,2021-04-12
2020-04-10,2020,International outbound,609,2021-04-10
2020-04-13,2020,National,18960,2021-04-13
2020-04-12,2020,National,11695,2021-04-12
2020-04-13,2020,International outbound,276,2021-04-13
2020-04-14,2020,International inbound,323,2021-04-14
2020-04-14,2020,International outbound,484,2021-04-14
2020-04-14,2020,National,12473,2021-04-14
2020-04-15,2020,International outbound,160,2021-04-15
2020-04-16,2020,International inbound,1232,2021-04-16
2020-04-26,2020,International inbound,1230,2021-04-26
2020-04-28,2020,International outbound,653,2021-04-28
2020-04-24,2020,International inbound,689,2021-04-24
2020-04-30,2020,International inbound,995,2021-04-30
2020-04-30,2020,International outbound,182,2021-04-30
2020-05-01,2020,International outbound,712,2021-05-01
2020-04-06,2020,National,16853,2021-04-06
2020-04-15,2020,National,13431,2021-04-15
2020-04-16,2020,International outbound,337,2021-04-16
2020-04-17,2020,International outbound,669,2021-04-17
2020-04-17,2020,International inbound,290,2021-04-17
2020-04-20,2020,National,14530,2021-04-20
2020-04-20,2020,International inbound,346,2021-04-20
2020-04-23,2020,International inbound,722,2021-04-23
2020-04-24,2020,International outbound,1034,2021-04-24
2020-04-27,2020,National,16209,2021-04-27
2020-04-19,2020,International inbound,1044,2021-04-19
2020-04-21,2020,International outbound,548,2021-04-21
2020-04-25,2020,International outbound,664,2021-04-25
2020-05-01,2020,National,16375,2021-05-01
2020-05-01,2020,International inbound,638,2021-05-01
2020-04-07,2020,National,12047,2021-04-07
2020-04-21,2020,National,14525,2021-04-21
2020-04-11,2020,National,10966,2021-04-11
2020-04-10,2020,National,15784,2021-04-10
2020-04-16,2020,National,13092,2021-04-16
2020-04-17,2020,National,15907,2021-04-17
2020-04-23,2020,National,13917,2021-04-23
2020-04-24,2020,National,14362,2021-04-24
2020-05-02,2020,National,9281,2021-05-02
2020-05-02,2020,International outbound,684,2021-05-02
2020-05-02,2020,International inbound,434,2021-05-02
2020-05-04,2020,International outbound,443,2021-05-04
2020-05-10,2020,International inbound,707,2021-05-10
2020-05-03,2020,International inbound,815,2021-05-03
2020-05-03,2020,National,14563,2021-05-03
2020-05-07,2020,National,19557,2021-05-07
2020-05-10,2020,National,11595,2021-05-10
2020-05-11,2020,National,23682,2021-05-11
2020-05-12,2020,International outbound,1206,2021-05-12
2020-05-03,2020,International outbound,754,2021-05-03
2020-05-09,2020,National,11688,2021-05-09
2020-05-09,2020,International inbound,1115,2021-05-09
2020-05-16,2020,National,10544,2021-05-16
2020-05-31,2020,International outbound,841,2021-05-31
2020-05-18,2020,International inbound,781,2021-05-18
2020-05-21,2020,National,18358,2021-05-21
2020-05-23,2020,International outbound,1679,2021-05-23
2020-05-24,2020,International outbound,886,2021-05-24
2020-05-30,2020,International inbound,823,2021-05-30
2020-05-04,2020,National,22416,2021-05-04
2020-05-06,2020,International inbound,533,2021-05-06
2020-05-06,2020,National,21265,2021-05-06
2020-05-06,2020,International outbound,456,2021-05-06
2020-05-08,2020,International inbound,565,2021-05-08
2020-05-11,2020,International outbound,676,2021-05-11
2020-05-09,2020,International outbound,1333,2021-05-09
2020-05-12,2020,International inbound,529,2021-05-12
2020-05-13,2020,International inbound,608,2021-05-13
2020-05-13,2020,National,20245,2021-05-13
2020-05-13,2020,International outbound,1026,2021-05-13
2020-05-15,2020,International inbound,489,2021-05-15
2020-05-15,2020,International outbound,834,2021-05-15
2020-05-17,2020,International inbound,556,2021-05-17
2020-05-17,2020,National,11869,2021-05-17
2020-05-17,2020,International outbound,534,2021-05-17
2020-05-19,2020,International inbound,288,2021-05-19
2020-05-20,2020,International inbound,369,2021-05-20
2020-05-20,2020,National,20228,2021-05-20
2020-05-20,2020,International outbound,441,2021-05-20
2020-05-22,2020,International inbound,1155,2021-05-22
2020-05-22,2020,National,23837,2021-05-22
2020-05-24,2020,National,13012,2021-05-24
2020-05-25,2020,International outbound,984,2021-05-25
2020-05-24,2020,International inbound,448,2021-05-24
2020-05-25,2020,National,24019,2021-05-25
2020-05-26,2020,International inbound,520,2021-05-26
2020-05-27,2020,International inbound,517,2021-05-27
2020-05-27,2020,National,21096,2021-05-27
2020-05-27,2020,International outbound,565,2021-05-27
2020-05-29,2020,International inbound,666,2021-05-29
2020-05-29,2020,National,25759,2021-05-29
2020-05-30,2020,International outbound,1209,2021-05-30
2020-05-31,2020,International inbound,962,2021-05-31
2020-05-31,2020,National,14211,2021-05-31
2020-05-10,2020,International outbound,776,2021-05-10
2020-05-04,2020,International inbound,1151,2021-05-04
2020-05-07,2020,International inbound,1484,2021-05-07
2020-05-11,2020,International inbound,898,2021-05-11
2020-05-08,2020,International outbound,830,2021-05-08
2020-05-05,2020,International outbound,877,2021-05-05
2020-05-05,2020,International inbound,403,2021-05-05
2020-05-14,2020,International outbound,819,2021-05-14
2020-05-14,2020,International inbound,746,2021-05-14
2020-05-07,2020,International outbound,480,2021-05-07
2020-05-16,2020,International outbound,1081,2021-05-16
2020-05-16,2020,International inbound,844,2021-05-16
2020-05-18,2020,International outbound,561,2021-05-18
2020-05-19,2020,International outbound,746,2021-05-19
2020-05-21,2020,International outbound,637,2021-05-21
2020-05-21,2020,International inbound,1331,2021-05-21
2020-05-22,2020,International outbound,650,2021-05-22
2020-05-23,2020,International inbound,967,2021-05-23
2020-05-25,2020,International inbound,765,2021-05-25
2020-05-26,2020,International outbound,1019,2021-05-26
2020-05-28,2020,International outbound,348,2021-05-28
2020-05-28,2020,International inbound,1063,2021-05-28
2020-05-29,2020,International outbound,785,2021-05-29
2020-05-30,2020,National,11980,2021-05-30
2020-05-05,2020,National,19691,2021-05-05
2020-05-08,2020,National,22529,2021-05-08
2020-05-15,2020,National,22705,2021-05-15
2020-05-19,2020,National,17715,2021-05-19
2020-05-23,2020,National,11475,2021-05-23
2020-05-26,2020,National,19074,2021-05-26
2020-05-18,2020,National,21642,2021-05-18
2020-06-01,2020,International outbound,638,2021-06-01
2020-05-12,2020,National,18753,2021-05-12
2020-05-14,2020,National,18255,2021-05-14
2020-05-28,2020,National,18689,2021-05-28
2020-06-01,2020,National,27269,2021-06-01
2020-06-01,2020,International inbound,711,2021-06-01
2020-06-03,2020,National,23432,2021-06-03
2020-06-04,2020,National,25121,2021-06-04
2020-06-03,2020,International outbound,1146,2021-06-03
2020-06-04,2020,International outbound,447,2021-06-04
2020-06-02,2020,International inbound,1006,2021-06-02
2020-06-02,2020,National,22815,2021-06-02
2020-06-02,2020,International outbound,726,2021-06-02
2020-06-07,2020,National,16269,2021-06-07
2020-06-07,2020,International inbound,1475,2021-06-07
2020-06-20,2020,International inbound,843,2021-06-20
2020-06-20,2020,National,16159,2021-06-20
2020-06-27,2020,International inbound,818,2021-06-27
2020-06-27,2020,National,17866,2021-06-27
2020-06-14,2020,National,24640,2021-06-14
2020-06-21,2020,National,27236,2021-06-21
2020-06-18,2020,International inbound,1216,2021-06-18
2020-06-04,2020,International inbound,1308,2021-06-04
2020-06-05,2020,International outbound,2102,2021-06-05
2020-06-07,2020,International outbound,1162,2021-06-07
2020-06-08,2020,International inbound,979,2021-06-08
2020-06-08,2020,International outbound,1228,2021-06-08
2020-06-06,2020,International inbound,644,2021-06-06
2020-06-09,2020,International inbound,963,2021-06-09
2020-06-15,2020,International inbound,851,2021-06-15
2020-06-15,2020,International outbound,972,2021-06-15
2020-06-16,2020,International inbound,710,2021-06-16
2020-06-17,2020,International outbound,1900,2021-06-17
2020-06-18,2020,International outbound,378,2021-06-18
2020-06-21,2020,International outbound,1421,2021-06-21
2020-06-22,2020,International inbound,1458,2021-06-22
2020-06-22,2020,International outbound,1163,2021-06-22
2020-06-25,2020,International inbound,1314,2021-06-25
2020-06-26,2020,International outbound,1261,2021-06-26
2020-06-27,2020,International outbound,1474,2021-06-27
2020-06-23,2020,International inbound,988,2021-06-23
2020-06-11,2020,International inbound,1136,2021-06-11
2020-06-14,2020,International outbound,1298,2021-06-14
2020-06-29,2020,International inbound,1325,2021-06-29
2020-06-29,2020,International outbound,1327,2021-06-29
2020-06-23,2020,International outbound,678,2021-06-23
2020-06-10,2020,International inbound,871,2021-06-10
2020-06-10,2020,International outbound,1164,2021-06-10
2020-06-19,2020,International inbound,2085,2021-06-19
2020-06-20,2020,International outbound,1556,2021-06-20
2020-06-14,2020,International inbound,1053,2021-06-14
2020-06-29,2020,National,47804,2021-06-29
2020-06-16,2020,National,34299,2021-06-16
2020-06-05,2020,National,31964,2021-06-05
2020-06-18,2020,National,34294,2021-06-18
2020-06-10,2020,National,37796,2021-06-10
2020-06-12,2020,National,19404,2021-06-12
2020-06-03,2020,International inbound,603,2021-06-03
2020-06-05,2020,International inbound,1166,2021-06-05
2020-06-06,2020,International outbound,1404,2021-06-06
2020-06-13,2020,International outbound,729,2021-06-13
2020-06-13,2020,International inbound,696,2021-06-13
2020-06-09,2020,International outbound,1124,2021-06-09
2020-06-11,2020,International outbound,308,2021-06-11
2020-06-12,2020,International outbound,1425,2021-06-12
2020-06-12,2020,International inbound,1045,2021-06-12
2020-06-16,2020,International outbound,1009,2021-06-16
2020-06-17,2020,International inbound,450,2021-06-17
2020-06-19,2020,International outbound,1161,2021-06-19
2020-06-21,2020,International inbound,858,2021-06-21
2020-06-24,2020,International outbound,1504,2021-06-24
2020-06-24,2020,International inbound,491,2021-06-24
2020-06-25,2020,International outbound,353,2021-06-25
2020-06-26,2020,International inbound,1391,2021-06-26
2020-06-28,2020,International inbound,1319,2021-06-28
2020-06-28,2020,International outbound,1345,2021-06-28
2020-06-30,2020,International outbound,826,2021-06-30
2020-06-30,2020,International inbound,894,2021-06-30
2020-07-01,2020,International outbound,1609,2021-07-01
